RESDATE;CONTRACTNO;CURRENCY;EXCHANGERATE;FXRATEDIRECTION;INOUTFLOW;FLOWTYPE;D1;D2;D3;D4;D5;D6;D7;M1;M2_3;M4_6;M7_9;M10_12;Y2;Y3_5;Y5_10;YREST
31.01.2013;96;AED;1;N;In;;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0
31.01.2013;97;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;40000;0;0;0;0
31.01.2013;98;AED;1;N;Lim;;190000;190000;190000;190000;190000;190000;190000;190000;190000;190000;190000;190000;0;0;0;0
31.01.2013;99;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;100000;0;0;0;0
31.01.2013;100;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-370000;0;0;0
31.01.2013;101;CHF;1.19;N;In;;0;0;-70000;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;102;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;-30000;0;0;0;0;0;0;0
31.01.2013;103;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;104;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-440000;0;0;0
31.01.2013;105;AED;1;N;Out;;-420000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;106;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;-40000;0;0;0;0;0
31.01.2013;107;EUR;1.37;N;In;;0;940000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;108;JPY;0.0098;N;In;;0;0;0;0;0;0;0;0;0;0;570000;0;0;0;0;0
31.01.2013;109;USD;1;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;110;USD;1;N;In;;0;0;0;0;0;0;0;970000;0;0;0;0;0;0;0;0
31.01.2013;111;JPY;0.0098;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;112;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;-590000;0;0;0;0;0;0
31.01.2013;113;JPY;0.0098;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;600000;0;0;0
31.01.2013;114;AED;1;N;In;;0;0;0;0;0;0;200000;0;0;0;0;0;0;0;0;0
31.01.2013;115;AED;1;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;116;AED;1;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;117;USD;1;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;118;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;200000;0;0;0
31.01.2013;119;EUR;1.37;N;In;;0;0;0;0;0;330000;0;0;0;0;0;0;0;0;0;0
31.01.2013;120;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;530000;0;0;0;0
31.01.2013;121;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-920000;0;0;0
31.01.2013;122;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;-380000;0;0;0;0;0
31.01.2013;123;AED;1;N;Lim;;300000;300000;300000;300000;300000;300000;300000;300000;300000;300000;0;0;0;0;0;0
31.01.2013;124;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-40000;0;0;0
31.01.2013;125;EUR;1.37;N;Lim;;290000;290000;290000;290000;290000;290000;290000;290000;290000;290000;290000;290000;0;0;0;0
31.01.2013;126;USD;1;N;Lim;;680000;680000;680000;680000;680000;680000;680000;680000;680000;680000;680000;680000;0;0;0;0
31.01.2013;127;USD;1;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;128;AED;1;N;Out;;0;0;0;0;0;0;-320000;0;0;0;0;0;0;0;0;0
31.01.2013;129;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-370000;0;0;0
31.01.2013;130;JPY;0.0098;N;Lim;;310000;310000;310000;310000;310000;310000;0;0;0;0;0;0;0;0;0;0
31.01.2013;131;USD;1;N;Out;;0;0;0;0;0;0;0;-160000;0;0;0;0;0;0;0;0
31.01.2013;132;AED;1;N;Out;;0;0;0;0;0;0;0;-640000;0;0;0;0;0;0;0;0
31.01.2013;133;JPY;0.0098;N;In;;0;0;0;0;0;0;0;590000;0;0;0;0;0;0;0;0
31.01.2013;134;AED;1;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;135;AED;1;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;136;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-400000;0;0;0
31.01.2013;137;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;-210000;0;0;0;0
31.01.2013;138;AED;1;N;In;;0;840000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;139;EUR;1.37;N;In;;120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;140;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-990000;0;0;0
31.01.2013;141;AED;1;N;Out;;0;-810000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;142;USD;1;N;In;;0;0;0;0;0;0;0;0;0;530000;0;0;0;0;0;0
31.01.2013;143;AED;1;N;In;;0;0;0;0;0;0;0;0;410000;0;0;0;0;0;0;0
31.01.2013;144;AED;1;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;145;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;480000;0;0;0;0;0
31.01.2013;146;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;-380000;0;0;0;0;0;0
31.01.2013;147;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;148;AED;1;N;In;;480000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;149;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;-900000;0;0;0;0
31.01.2013;150;EUR;1.37;N;Out;;0;0;0;0;0;0;0;-250000;0;0;0;0;0;0;0;0
31.01.2013;151;USD;1;N;Lim;;820000;820000;820000;820000;820000;820000;820000;820000;820000;820000;820000;0;0;0;0;0
31.01.2013;152;AED;1;N;In;;0;0;0;0;0;30000;0;0;0;0;0;0;0;0;0;0
31.01.2013;153;USD;1;N;In;;650000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;154;JPY;0.0098;N;Out;;0;0;0;0;0;-30000;0;0;0;0;0;0;0;0;0;0
31.01.2013;155;JPY;0.0098;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;310000;0;0;0
31.01.2013;156;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;170000;0;0;0;0
31.01.2013;157;AED;1;N;In;;0;0;0;0;0;0;0;0;0;700000;0;0;0;0;0;0
31.01.2013;158;JPY;0.0098;N;In;;0;0;0;0;0;0;0;380000;0;0;0;0;0;0;0;0
31.01.2013;159;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;220000;0;0;0
31.01.2013;160;USD;1;N;In;;0;0;-970000;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;161;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;450000;0;0;0;0
31.01.2013;162;USD;1;N;Lim;;170000;170000;170000;170000;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;163;AED;1;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;164;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;650000;0;0;0
31.01.2013;165;USD;1;N;Out;;0;0;0;0;0;0;0;-230000;0;0;0;0;0;0;0;0
31.01.2013;166;USD;1;N;Out;;0;0;670000;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;167;EUR;1.37;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;168;CHF;1.19;N;In;;0;0;-590000;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;169;AED;1;N;In;;690000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;170;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;340000;0;0;0;0
31.01.2013;171;AED;1;N;Out;;0;-10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;172;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;790000;0;0;0;0;0;0;0
31.01.2013;173;EUR;1.37;N;Out;;0;0;0;0;0;-440000;0;0;0;0;0;0;0;0;0;0
31.01.2013;174;USD;1;N;Lim;;690000;690000;690000;690000;690000;690000;690000;0;0;0;0;0;0;0;0;0
31.01.2013;175;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;160000;0;0;0;0
31.01.2013;176;AED;1;N;In;;630000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;177;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;178;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-450000;0;0;0
31.01.2013;179;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;170000;0;0;0;0
31.01.2013;180;EUR;1.37;N;Out;;0;0;0;-150000;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;181;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;60000;0;0;0;0;0
31.01.2013;182;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;183;USD;1;N;In;;0;0;0;0;0;0;0;0;310000;0;0;0;0;0;0;0
31.01.2013;184;EUR;1.37;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;185;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;-460000;0;0;0;0;0;0;0
31.01.2013;186;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;-360000;0;0;0;0;0;0
31.01.2013;187;EUR;1.37;N;In;;0;190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;188;JPY;0.0098;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;189;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;220000;0;0;0;0
31.01.2013;190;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;50000;0;0;0;0;0
31.01.2013;191;JPY;0.0098;N;In;;0;0;0;0;0;0;0;0;0;0;560000;0;0;0;0;0
31.01.2013;192;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;193;EUR;1.37;N;Out;;0;0;0;0;0;0;-520000;0;0;0;0;0;0;0;0;0
31.01.2013;194;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;195;AED;1;N;Out;;0;0;0;0;0;0;0;-890000;0;0;0;0;0;0;0;0
31.01.2013;196;USD;1;N;Out;;0;0;0;0;0;0;0;-370000;0;0;0;0;0;0;0;0
31.01.2013;197;USD;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-820000;0;0;0
31.01.2013;198;AED;1;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;199;AED;1;N;Out;;0;0;0;0;0;0;-350000;0;0;0;0;0;0;0;0;0
31.01.2013;200;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;190000;0;0;0;0;0
31.01.2013;201;USD;1;N;Out;;0;0;0;0;0;0;-380000;0;0;0;0;0;0;0;0;0
31.01.2013;202;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;203;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;-380000;0;0;0;0;0;0
31.01.2013;204;JPY;0.0098;N;Lim;;370000;370000;370000;370000;370000;370000;370000;370000;370000;0;0;0;0;0;0;0
31.01.2013;205;AED;1;N;Out;;0;0;0;-390000;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;206;EUR;1.37;N;Out;;0;0;0;0;0;-940000;0;0;0;0;0;0;0;0;0;0
31.01.2013;207;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;-160000;0;0;0;0;0
31.01.2013;208;EUR;1.37;N;In;;0;0;-920000;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;209;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;-340000;0;0;0;0
31.01.2013;210;EUR;1.37;N;Lim;;600000;600000;600000;600000;600000;600000;600000;600000;0;0;0;0;0;0;0;0
31.01.2013;211;EUR;1.37;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;212;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;213;JPY;0.0098;N;In;;660000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;214;JPY;0.0098;N;Lim;;740000;740000;740000;740000;740000;740000;740000;740000;740000;740000;0;0;0;0;0;0
31.01.2013;215;AED;1;N;Out;;0;0;0;0;0;0;0;-920000;0;0;0;0;0;0;0;0
31.01.2013;216;USD;1;N;In;;0;0;0;0;0;0;0;0;100000;0;0;0;0;0;0;0
31.01.2013;217;JPY;0.0098;N;Out;;0;0;0;0;0;0;0;0;0;0;-480000;0;0;0;0;0
31.01.2013;218;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;219;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;140000;0;0;0;0
31.01.2013;220;AED;1;N;In;;0;0;0;0;0;900000;0;0;0;0;0;0;0;0;0;0
31.01.2013;221;CHF;1.19;N;Out;;0;0;0;0;0;0;0;0;0;0;0;-160000;0;0;0;0
31.01.2013;222;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;223;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;650000;0;0;0
31.01.2013;224;AED;1;N;Lim;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;225;EUR;1.37;N;In;;0;0;0;0;0;0;0;820000;0;0;0;0;0;0;0;0
31.01.2013;226;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;260000;0;0;0;0
31.01.2013;227;JPY;0.0098;N;Out;;0;0;0;-120000;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;228;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-310000;0;0;0
31.01.2013;229;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;880000;0;0;0;0;0
31.01.2013;230;USD;1;N;Out;;0;0;0;0;0;0;0;-930000;0;0;0;0;0;0;0;0
31.01.2013;231;USD;1;N;In;;0;0;0;0;0;0;0;0;0;740000;0;0;0;0;0;0
31.01.2013;232;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;680000;0;0;0
31.01.2013;233;JPY;0.0098;N;In;;0;0;0;0;0;0;0;630000;0;0;0;0;0;0;0;0
31.01.2013;234;EUR;1.37;N;In;;470000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;235;EUR;1.37;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;-910000;0;0;0
31.01.2013;236;AED;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;0;860000;0;0;0
31.01.2013;237;USD;1;N;In;;0;0;0;0;0;0;0;0;0;0;0;340000;0;0;0;0
31.01.2013;238;EUR;1.37;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;239;EUR;1.37;N;In;;0;0;0;830000;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;240;AED;1;N;Out;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;241;USD;1;N;Out;;0;0;20000;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;242;EUR;1.37;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;243;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;550000;0;0;0;0
31.01.2013;244;EUR;1.37;N;In;;0;0;0;0;0;0;0;0;0;0;0;440000;0;0;0;0
31.01.2013;245;EUR;1.37;N;In;;700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;246;EUR;1.37;N;Lim;;720000;720000;720000;720000;720000;720000;720000;720000;720000;0;0;0;0;0;0;0
31.01.2013;247;AED;1;N;Out;;0;-970000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;248;EUR;1.37;N;In;;680000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.2013;249;AED;1;N;Out;;0;0;0;0;0;0;0;0;-500000;0;0;0;0;0;0;0
31.01.2013;250;EUR;1.37;N;In;;0;0;0;0;0;460000;0;0;0;0;0;0;0;0;0;0
31.01.2013;251;AED;1;N;In;;0;0;0;0;0;0;0;950000;0;0;0;0;0;0;0;0
